ball,metric,speed,club,value
Srixon Z-STAR XV,max-height-distance,slow,driver,351.2398
Bridgestone TOUR B RX,max-height-distance,slow,driver,351.1597
Wilson Staff Model,max-height-distance,slow,driver,350.7198
PXG Xtreme Tour X,max-height-distance,slow,driver,350.5598
Bridgestone TOUR B X,max-height-distance,slow,driver,350.5197
Srixon Z-STAR DIVIDE,max-height-distance,slow,driver,350.3997
Srixon Z-STAR,max-height-distance,slow,driver,350.3197
Callaway Chrome Tour Triple Diamond,max-height-distance,slow,driver,350.1997
Maxfli Tour S,max-height-distance,slow,driver,350.0797
Kirkland Performance+ v3.5,max-height-distance,slow,driver,349.6798
Callaway Chrome Soft,max-height-distance,slow,driver,349.6798
Titleist Pro V1,max-height-distance,slow,driver,349.5598
Srixon Z-STAR DIAMOND,max-height-distance,slow,driver,349.2797
TaylorMade TP5x,max-height-distance,slow,driver,348.7197
Srixon Q-STAR ULTISPEED,max-height-distance,slow,driver,348.5997
Titleist Pro V1x,max-height-distance,slow,driver,348.5598
Titleist Pro V1x Left Dash,max-height-distance,slow,driver,347.6798
Member's Mark Pro Series 2,max-height-distance,slow,driver,347.5998
Callaway ERC Soft,max-height-distance,slow,driver,347.2797
Wilson Triad,max-height-distance,slow,driver,347.0398
Callaway Chrome Tour,max-height-distance,slow,driver,346.9597
Bridgestone TOUR B RXS,max-height-distance,slow,driver,346.8397
Srixon Q-STAR TOUR,max-height-distance,slow,driver,346.7998
Bridgestone TOUR B XS,max-height-distance,slow,driver,346.7198
Maxfli Tour,max-height-distance,slow,driver,346.4398
Titleist AVX,max-height-distance,slow,driver,346.2797
Vice Pro,max-height-distance,slow,driver,345.0797
Mizuno Pro S,max-height-distance,slow,driver,344.9597
Pinnacle Rush,max-height-distance,slow,driver,343.3598
Vice Pro Air,max-height-distance,slow,driver,342.4398
TaylorMade Tour Response,max-height-distance,slow,driver,342.1198
TaylorMade TP5,max-height-distance,slow,driver,342.0797
TaylorMade SpeedSoft,max-height-distance,slow,driver,341.4115
Titleist TruFeel,max-height-distance,slow,driver,340.9017
Callaway Supersoft,max-height-distance,slow,driver,334.8397
Srixon SOFT FEEL,max-height-distance,slow,driver,330.3997
TaylorMade TP5,max-height,slow,driver,60.1599
Srixon Z-STAR DIVIDE,max-height,slow,driver,59.7921
TaylorMade TP5x,max-height,slow,driver,59.7272
PXG Xtreme Tour,max-height,slow,driver,59.6752
Vice Pro Plus,max-height,slow,driver,59.4675
Member's Mark Pro Series 2,max-height,slow,driver,59.0908
Titleist Velocity,max-height,slow,driver,58.9743
Srixon Z-STAR XV,max-height,slow,driver,58.7948
Srixon Q-STAR TOUR,max-height,slow,driver,58.3845
Maxfli Tour X,max-height,slow,driver,58.3333
Kirkland Performance+ v3.5,max-height,slow,driver,58.1025
Callaway Chrome Soft,max-height,slow,driver,58.0512
Wilson Staff Model,max-height,slow,driver,57.9871
Srixon Z-STAR,max-height,slow,driver,57.7563
Wilson Staff Model X,max-height,slow,driver,57.6922
Callaway ERC Soft,max-height,slow,driver,57.6025
Bridgestone TOUR B X,max-height,slow,driver,57.564
Titleist Tour Soft,max-height,slow,driver,57.2948
Bridgestone TOUR B XS,max-height,slow,driver,57.1666
TaylorMade Tour Response,max-height,slow,driver,57.1538
Maxfli Tour S,max-height,slow,driver,57.0768
Bridgestone TOUR B RX,max-height,slow,driver,57.0256
Callaway Chrome Tour X,max-height,slow,driver,56.9358
Srixon Z-STAR DIAMOND,max-height,slow,driver,56.923
Maxfli Tour,max-height,slow,driver,56.8076
Vice Pro Air,max-height,slow,driver,56.5127
Titleist Pro V1,max-height,slow,driver,56.4999
PXG Xtreme Tour X,max-height,slow,driver,56.4358
Titleist Pro V1x Left Dash,max-height,slow,driver,56.4358
Titleist Pro V1x,max-height,slow,driver,56.3333
Callaway Chrome Tour,max-height,slow,driver,56.1538
TaylorMade SpeedSoft,max-height,slow,driver,55.9869
Bridgestone TOUR B RXS,max-height,slow,driver,55.948
Mizuno Pro X,max-height,slow,driver,55.8181
Vice Pro,max-height,slow,driver,55.7662
Callaway Chrome Tour Triple Diamond,max-height,slow,driver,55.7272
Wilson Triad,max-height,slow,driver,55.6882
Srixon Q-STAR ULTISPEED,max-height,slow,driver,55.1688
Titleist AVX,max-height,slow,driver,54.5384
Mizuno Pro S,max-height,slow,driver,54.4999
Titleist TruFeel,max-height,slow,driver,53.923
Pinnacle Rush,max-height,slow,driver,53.705
Callaway Supersoft,max-height,slow,driver,52.7692
Srixon SOFT FEEL,max-height,slow,driver,52.0
Titleist Velocity,max-height,wedge,35-percent-sand-wedge,22.0
TaylorMade SpeedSoft,max-height,wedge,35-percent-sand-wedge,21.24
Pinnacle Rush,max-height,wedge,35-percent-sand-wedge,20.864
Titleist TruFeel,max-height,wedge,35-percent-sand-wedge,20.136
Callaway Supersoft,max-height,wedge,35-percent-sand-wedge,20.0
Srixon Q-STAR ULTISPEED,max-height,wedge,35-percent-sand-wedge,19.624
Titleist Tour Soft,max-height,wedge,35-percent-sand-wedge,19.328
Srixon SOFT FEEL,max-height,wedge,35-percent-sand-wedge,19.3199
Callaway ERC Soft,max-height,wedge,35-percent-sand-wedge,18.1199
TaylorMade Tour Response,max-height,wedge,35-percent-sand-wedge,17.8319
Callaway Chrome Soft,max-height,wedge,35-percent-sand-wedge,17.6639
Srixon Q-STAR TOUR,max-height,wedge,35-percent-sand-wedge,17.648
Maxfli Tour S,max-height,wedge,35-percent-sand-wedge,17.6319
TaylorMade TP5x,max-height,wedge,35-percent-sand-wedge,17.456
Kirkland Performance+ v3.5,max-height,wedge,35-percent-sand-wedge,17.424
Vice Pro Air,max-height,wedge,35-percent-sand-wedge,17.4
Vice Pro Plus,max-height,wedge,35-percent-sand-wedge,17.36
PXG Xtreme Tour,max-height,wedge,35-percent-sand-wedge,17.36
Titleist Pro V1,max-height,wedge,35-percent-sand-wedge,17.3519
Titleist AVX,max-height,wedge,35-percent-sand-wedge,17.3519
PXG Xtreme Tour X,max-height,wedge,35-percent-sand-wedge,17.304
Wilson Staff Model X,max-height,wedge,35-percent-sand-wedge,17.224
Maxfli Tour,max-height,wedge,35-percent-sand-wedge,17.224
Bridgestone TOUR B RX,max-height,wedge,35-percent-sand-wedge,17.2159
Vice Pro,max-height,wedge,35-percent-sand-wedge,17.2
Maxfli Tour X,max-height,wedge,35-percent-sand-wedge,17.1919
Wilson Triad,max-height,wedge,35-percent-sand-wedge,17.1839
Callaway Chrome Tour Triple Diamond,max-height,wedge,35-percent-sand-wedge,17.176
TaylorMade TP5,max-height,wedge,35-percent-sand-wedge,17.176
Wilson Staff Model,max-height,wedge,35-percent-sand-wedge,17.16
Mizuno Pro X,max-height,wedge,35-percent-sand-wedge,17.16
Mizuno Pro S,max-height,wedge,35-percent-sand-wedge,17.144
Srixon Z-STAR DIVIDE,max-height,wedge,35-percent-sand-wedge,17.1279
Bridgestone TOUR B RXS,max-height,wedge,35-percent-sand-wedge,17.104
Callaway Chrome Tour,max-height,wedge,35-percent-sand-wedge,17.0639
Srixon Z-STAR,max-height,wedge,35-percent-sand-wedge,17.0559
Srixon Z-STAR XV,max-height,wedge,35-percent-sand-wedge,17.008
Srixon Z-STAR DIAMOND,max-height,wedge,35-percent-sand-wedge,17.0
Member's Mark Pro Series 2,max-height,wedge,35-percent-sand-wedge,17.0
Bridgestone TOUR B X,max-height,wedge,35-percent-sand-wedge,17.0
Titleist Pro V1x Left Dash,max-height,wedge,35-percent-sand-wedge,17.0
Callaway Chrome Tour X,max-height,wedge,35-percent-sand-wedge,17.0
Titleist Pro V1x,max-height,wedge,35-percent-sand-wedge,17.0
Bridgestone TOUR B XS,max-height,wedge,35-percent-sand-wedge,17.0
Vice Pro Plus,max-height,wedge,full-sand-wedge,69.0
Callaway Supersoft,max-height,wedge,full-sand-wedge,68.826
TaylorMade Tour Response,max-height,wedge,full-sand-wedge,68.1738
Titleist TruFeel,max-height,wedge,full-sand-wedge,67.7311
Bridgestone TOUR B X,max-height,wedge,full-sand-wedge,67.4731
Srixon Q-STAR ULTISPEED,max-height,wedge,full-sand-wedge,67.2687
Srixon SOFT FEEL,max-height,wedge,full-sand-wedge,66.4085
Mizuno Pro X,max-height,wedge,full-sand-wedge,66.0644
Vice Pro Air,max-height,wedge,full-sand-wedge,65.9462
Titleist Pro V1x Left Dash,max-height,wedge,full-sand-wedge,65.9354
Pinnacle Rush,max-height,wedge,full-sand-wedge,65.7849
Callaway ERC Soft,max-height,wedge,full-sand-wedge,65.7741
Titleist AVX,max-height,wedge,full-sand-wedge,65.5376
Srixon Q-STAR TOUR,max-height,wedge,full-sand-wedge,65.2795
Titleist Pro V1,max-height,wedge,full-sand-wedge,64.9032
Bridgestone TOUR B RX,max-height,wedge,full-sand-wedge,64.6343
Callaway Chrome Tour Triple Diamond,max-height,wedge,full-sand-wedge,64.5806
Titleist Tour Soft,max-height,wedge,full-sand-wedge,64.5591
Maxfli Tour S,max-height,wedge,full-sand-wedge,64.5483
TaylorMade TP5x,max-height,wedge,full-sand-wedge,64.4731
PXG Xtreme Tour X,max-height,wedge,full-sand-wedge,64.4408
Wilson Staff Model,max-height,wedge,full-sand-wedge,64.3978
Titleist Pro V1x,max-height,wedge,full-sand-wedge,63.8494
Titleist Velocity,max-height,wedge,full-sand-wedge,63.7526
TaylorMade SpeedSoft,max-height,wedge,full-sand-wedge,63.7419
Maxfli Tour X,max-height,wedge,full-sand-wedge,63.7419
Wilson Triad,max-height,wedge,full-sand-wedge,63.6236
Maxfli Tour,max-height,wedge,full-sand-wedge,63.5698
Vice Pro,max-height,wedge,full-sand-wedge,63.4731
Wilson Staff Model X,max-height,wedge,full-sand-wedge,63.43
Callaway Chrome Soft,max-height,wedge,full-sand-wedge,63.3548
Mizuno Pro S,max-height,wedge,full-sand-wedge,63.3225
Bridgestone TOUR B RXS,max-height,wedge,full-sand-wedge,63.3225
Srixon Z-STAR DIAMOND,max-height,wedge,full-sand-wedge,63.2795
Srixon Z-STAR DIVIDE,max-height,wedge,full-sand-wedge,63.172
Srixon Z-STAR,max-height,wedge,full-sand-wedge,63.0107
PXG Xtreme Tour,max-height,wedge,full-sand-wedge,62.9999
TaylorMade TP5,max-height,wedge,full-sand-wedge,62.9784
Srixon Z-STAR XV,max-height,wedge,full-sand-wedge,62.7204
Member's Mark Pro Series 2,max-height,wedge,full-sand-wedge,62.6881
Callaway Chrome Tour,max-height,wedge,full-sand-wedge,62.5698
Bridgestone TOUR B XS,max-height,wedge,full-sand-wedge,62.3978
Kirkland Performance+ v3.5,max-height,wedge,full-sand-wedge,62.0322
Callaway Chrome Tour X,max-height,wedge,full-sand-wedge,62.0
Callaway Chrome Tour X,spin,slow,driver,3490.2691
TaylorMade TP5,spin,slow,driver,3326.7518
Bridgestone TOUR B X,spin,slow,driver,3326.7518
Srixon Z-STAR DIAMOND,spin,slow,driver,3323.9349
Bridgestone TOUR B XS,spin,slow,driver,3312.6673
TaylorMade TP5x,spin,slow,driver,3295.8247
Wilson Staff Model X,spin,slow,driver,3293.0469
Srixon Z-STAR XV,spin,slow,driver,3288.8802
Mizuno Pro X,spin,slow,driver,3277.7691
Vice Pro Plus,spin,slow,driver,3248.6024
Maxfli Tour X,spin,slow,driver,3244.4358
Titleist Pro V1x,spin,slow,driver,3243.0469
Titleist Tour Soft,spin,slow,driver,3231.9358
Srixon Z-STAR,spin,slow,driver,3230.5469
Wilson Staff Model,spin,slow,driver,3204.158
Titleist Velocity,spin,slow,driver,3204.158
Bridgestone TOUR B RX,spin,slow,driver,3164.7799
Callaway Chrome Tour,spin,slow,driver,3152.1039
Callaway Chrome Tour Triple Diamond,spin,slow,driver,3138.0194
Pinnacle Rush,spin,slow,driver,3126.7518
Titleist Pro V1,spin,slow,driver,3119.7095
Member's Mark Pro Series 2,spin,slow,driver,3107.0335
Srixon Z-STAR DIVIDE,spin,slow,driver,3087.3151
PXG Xtreme Tour X,spin,slow,driver,3071.8222
Vice Pro,spin,slow,driver,3067.5968
Titleist Pro V1x Left Dash,spin,slow,driver,3035.2025
Titleist AVX,spin,slow,driver,3032.3856
Mizuno Pro S,spin,slow,driver,3015.4842
Kirkland Performance+ v3.5,spin,slow,driver,3008.4419
Callaway ERC Soft,spin,slow,driver,3005.625
Wilson Triad,spin,slow,driver,3002.8081
PXG Xtreme Tour,spin,slow,driver,2994.4358
Bridgestone TOUR B RXS,spin,slow,driver,2993.0469
Maxfli Tour,spin,slow,driver,2956.9358
Callaway Chrome Soft,spin,slow,driver,2949.9913
Srixon Q-STAR ULTISPEED,spin,slow,driver,2943.0469
Titleist TruFeel,spin,slow,driver,2909.7135
Srixon Q-STAR TOUR,spin,slow,driver,2905.5469
Maxfli Tour S,spin,slow,driver,2857.7377
Vice Pro Air,spin,slow,driver,2856.3292
TaylorMade SpeedSoft,spin,slow,driver,2768.0469
Srixon SOFT FEEL,spin,slow,driver,2761.1024
TaylorMade Tour Response,spin,slow,driver,2740.2691
Callaway Supersoft,spin,slow,driver,2600.0
TaylorMade TP5,spin,wedge,35-percent-sand-wedge,6033.2917
Bridgestone TOUR B XS,spin,wedge,35-percent-sand-wedge,5999.9614
Wilson Staff Model X,spin,wedge,35-percent-sand-wedge,5993.7886
Callaway Chrome Tour X,spin,wedge,35-percent-sand-wedge,5956.7515
Maxfli Tour X,spin,wedge,35-percent-sand-wedge,5950.5787
Wilson Staff Model,spin,wedge,35-percent-sand-wedge,5938.233
Srixon Z-STAR DIAMOND,spin,wedge,35-percent-sand-wedge,5901.196
Titleist Pro V1x,spin,wedge,35-percent-sand-wedge,5870.3318
Bridgestone TOUR B X,spin,wedge,35-percent-sand-wedge,5851.8133
Srixon Z-STAR,spin,wedge,35-percent-sand-wedge,5839.4676
Srixon Z-STAR XV,spin,wedge,35-percent-sand-wedge,5839.4676
Vice Pro Plus,spin,wedge,35-percent-sand-wedge,5827.1219
Srixon Z-STAR DIVIDE,spin,wedge,35-percent-sand-wedge,5820.9491
TaylorMade TP5x,spin,wedge,35-percent-sand-wedge,5814.7762
Maxfli Tour,spin,wedge,35-percent-sand-wedge,5796.2577
Vice Pro,spin,wedge,35-percent-sand-wedge,5771.5664
Wilson Triad,spin,wedge,35-percent-sand-wedge,5746.875
Callaway Chrome Tour,spin,wedge,35-percent-sand-wedge,5734.5293
Bridgestone TOUR B RXS,spin,wedge,35-percent-sand-wedge,5716.0108
Bridgestone TOUR B RX,spin,wedge,35-percent-sand-wedge,5716.0108
Titleist Pro V1x Left Dash,spin,wedge,35-percent-sand-wedge,5697.4923
Titleist Pro V1,spin,wedge,35-percent-sand-wedge,5691.3194
PXG Xtreme Tour X,spin,wedge,35-percent-sand-wedge,5685.1466
Callaway Chrome Tour Triple Diamond,spin,wedge,35-percent-sand-wedge,5654.2824
Mizuno Pro X,spin,wedge,35-percent-sand-wedge,5641.9367
PXG Xtreme Tour,spin,wedge,35-percent-sand-wedge,5635.7639
Titleist AVX,spin,wedge,35-percent-sand-wedge,5629.591
Srixon Q-STAR TOUR,spin,wedge,35-percent-sand-wedge,5623.4182
Callaway Chrome Soft,spin,wedge,35-percent-sand-wedge,5592.554
Vice Pro Air,spin,wedge,35-percent-sand-wedge,5592.554
TaylorMade Tour Response,spin,wedge,35-percent-sand-wedge,5586.3812
Maxfli Tour S,spin,wedge,35-percent-sand-wedge,5580.2083
Member's Mark Pro Series 2,spin,wedge,35-percent-sand-wedge,5580.2083
Kirkland Performance+ v3.5,spin,wedge,35-percent-sand-wedge,5580.2083
Mizuno Pro S,spin,wedge,35-percent-sand-wedge,5493.7886
Callaway ERC Soft,spin,wedge,35-percent-sand-wedge,5191.3194
Srixon SOFT FEEL,spin,wedge,35-percent-sand-wedge,4623.4182
Titleist Tour Soft,spin,wedge,35-percent-sand-wedge,4580.2083
Callaway Supersoft,spin,wedge,35-percent-sand-wedge,4382.6775
Srixon Q-STAR ULTISPEED,spin,wedge,35-percent-sand-wedge,4364.159
Titleist TruFeel,spin,wedge,35-percent-sand-wedge,4197.4923
Pinnacle Rush,spin,wedge,35-percent-sand-wedge,3228.3565
TaylorMade SpeedSoft,spin,wedge,35-percent-sand-wedge,3172.8009
Titleist Velocity,spin,wedge,35-percent-sand-wedge,2060.9375
Callaway Chrome Tour X,spin,wedge,full-sand-wedge,10146.9729
Wilson Staff Model X,spin,wedge,full-sand-wedge,9845.7681
Kirkland Performance+ v3.5,spin,wedge,full-sand-wedge,9828.9006
Srixon Z-STAR DIAMOND,spin,wedge,full-sand-wedge,9771.0693
TaylorMade TP5,spin,wedge,full-sand-wedge,9771.0693
Titleist Tour Soft,spin,wedge,full-sand-wedge,9763.8404
Maxfli Tour X,spin,wedge,full-sand-wedge,9749.3825
Srixon Z-STAR,spin,wedge,full-sand-wedge,9744.5633
Bridgestone TOUR B XS,spin,wedge,full-sand-wedge,9701.1898
Srixon Z-STAR XV,spin,wedge,full-sand-wedge,9701.1898
Callaway Chrome Tour,spin,wedge,full-sand-wedge,9679.503
Titleist Pro V1x,spin,wedge,full-sand-wedge,9672.2741
Srixon Z-STAR DIVIDE,spin,wedge,full-sand-wedge,9602.3946
TaylorMade TP5x,spin,wedge,full-sand-wedge,9578.2982
Callaway Chrome Soft,spin,wedge,full-sand-wedge,9573.4789
Wilson Triad,spin,wedge,full-sand-wedge,9539.744
Bridgestone TOUR B RXS,spin,wedge,full-sand-wedge,9518.0572
Wilson Staff Model,spin,wedge,full-sand-wedge,9489.1416
PXG Xtreme Tour,spin,wedge,full-sand-wedge,9484.3223
Callaway Chrome Tour Triple Diamond,spin,wedge,full-sand-wedge,9460.2259
Maxfli Tour,spin,wedge,full-sand-wedge,9407.2139
Titleist Velocity,spin,wedge,full-sand-wedge,9395.1657
Member's Mark Pro Series 2,spin,wedge,full-sand-wedge,9383.1175
PXG Xtreme Tour X,spin,wedge,full-sand-wedge,9354.2018
Titleist Pro V1,spin,wedge,full-sand-wedge,9322.8765
Vice Pro,spin,wedge,full-sand-wedge,9315.6476
Srixon Q-STAR TOUR,spin,wedge,full-sand-wedge,9267.4548
Pinnacle Rush,spin,wedge,full-sand-wedge,9265.0452
Titleist AVX,spin,wedge,full-sand-wedge,9260.2259
Callaway ERC Soft,spin,wedge,full-sand-wedge,9257.8163
Maxfli Tour S,spin,wedge,full-sand-wedge,9224.0813
TaylorMade SpeedSoft,spin,wedge,full-sand-wedge,9178.2982
Mizuno Pro S,spin,wedge,full-sand-wedge,9142.1536
Titleist TruFeel,spin,wedge,full-sand-wedge,9101.1898
Srixon Q-STAR ULTISPEED,spin,wedge,full-sand-wedge,9045.7681
Srixon SOFT FEEL,spin,wedge,full-sand-wedge,9038.5392
Titleist Pro V1x Left Dash,spin,wedge,full-sand-wedge,9009.6235
Bridgestone TOUR B RX,spin,wedge,full-sand-wedge,9002.3946
TaylorMade Tour Response,spin,wedge,full-sand-wedge,8983.1175
Callaway Supersoft,spin,wedge,full-sand-wedge,8932.5151
Vice Pro Air,spin,wedge,full-sand-wedge,8896.3705
Mizuno Pro X,spin,wedge,full-sand-wedge,8862.6355
Bridgestone TOUR B X,spin,wedge,full-sand-wedge,8685.6994
Vice Pro Plus,spin,wedge,full-sand-wedge,8614.2708
Callaway Chrome Tour Triple Diamond,total,slow,driver,224.2363
Srixon Q-STAR ULTISPEED,total,slow,driver,223.9258
Callaway Supersoft,total,slow,driver,223.9073
Titleist TruFeel,total,slow,driver,223.4073
PXG Xtreme Tour X,total,slow,driver,223.148
Maxfli Tour S,total,slow,driver,222.5635
Titleist AVX,total,slow,driver,222.4726
Titleist Pro V1,total,slow,driver,222.3453
Titleist Velocity,total,slow,driver,222.109
Wilson Staff Model X,total,slow,driver,222.0362
Pinnacle Rush,total,slow,driver,222.0362
Titleist Tour Soft,total,slow,driver,221.9073
Titleist Pro V1x Left Dash,total,slow,driver,221.8332
Bridgestone TOUR B RXS,total,slow,driver,221.3888
Callaway ERC Soft,total,slow,driver,221.2962
Srixon Z-STAR DIAMOND,total,slow,driver,221.2777
Callaway Chrome Tour,total,slow,driver,221.0554
Wilson Triad,total,slow,driver,220.8726
Srixon SOFT FEEL,total,slow,driver,220.7635
Mizuno Pro X,total,slow,driver,220.6544
Maxfli Tour X,total,slow,driver,220.509
PXG Xtreme Tour,total,slow,driver,220.509
TaylorMade SpeedSoft,total,slow,driver,220.4908
Mizuno Pro S,total,slow,driver,220.1999
Callaway Chrome Soft,total,slow,driver,220.1999
Titleist Pro V1x,total,slow,driver,219.7221
Callaway Chrome Tour X,total,slow,driver,219.648
Bridgestone TOUR B RX,total,slow,driver,219.611
Bridgestone TOUR B X,total,slow,driver,219.4628
Wilson Staff Model,total,slow,driver,219.2221
Srixon Z-STAR XV,total,slow,driver,218.9635
Vice Pro,total,slow,driver,218.9272
Srixon Z-STAR,total,slow,driver,218.8908
Kirkland Performance+ v3.5,total,slow,driver,218.8544
Srixon Q-STAR TOUR,total,slow,driver,218.5817
Vice Pro Plus,total,slow,driver,218.5453
Vice Pro Air,total,slow,driver,218.5272
Maxfli Tour,total,slow,driver,218.0726
TaylorMade Tour Response,total,slow,driver,217.6666
TaylorMade TP5x,total,slow,driver,217.4443
Bridgestone TOUR B XS,total,slow,driver,217.1295
Srixon Z-STAR DIVIDE,total,slow,driver,216.109
Member's Mark Pro Series 2,total,slow,driver,215.6851
TaylorMade TP5,total,slow,driver,212.2363
Titleist Velocity,total,wedge,35-percent-sand-wedge,43.9945
Srixon Q-STAR ULTISPEED,total,wedge,35-percent-sand-wedge,43.4021
Titleist Tour Soft,total,wedge,35-percent-sand-wedge,43.3478
Titleist Pro V1,total,wedge,35-percent-sand-wedge,43.25
Callaway Supersoft,total,wedge,35-percent-sand-wedge,43.25
TaylorMade Tour Response,total,wedge,35-percent-sand-wedge,42.6956
TaylorMade SpeedSoft,total,wedge,35-percent-sand-wedge,42.6956
Titleist TruFeel,total,wedge,35-percent-sand-wedge,42.6467
Pinnacle Rush,total,wedge,35-percent-sand-wedge,42.4945
Callaway Chrome Soft,total,wedge,35-percent-sand-wedge,42.4945
Bridgestone TOUR B RX,total,wedge,35-percent-sand-wedge,42.4945
Srixon SOFT FEEL,total,wedge,35-percent-sand-wedge,42.3913
Wilson Triad,total,wedge,35-percent-sand-wedge,42.3369
Wilson Staff Model X,total,wedge,35-percent-sand-wedge,42.288
Maxfli Tour S,total,wedge,35-percent-sand-wedge,42.288
Bridgestone TOUR B RXS,total,wedge,35-percent-sand-wedge,42.1847
Vice Pro,total,wedge,35-percent-sand-wedge,42.1358
Maxfli Tour,total,wedge,35-percent-sand-wedge,42.1358
Vice Pro Air,total,wedge,35-percent-sand-wedge,42.0815
TaylorMade TP5,total,wedge,35-percent-sand-wedge,41.9782
PXG Xtreme Tour X,total,wedge,35-percent-sand-wedge,41.9782
Callaway ERC Soft,total,wedge,35-percent-sand-wedge,41.9293
Bridgestone TOUR B X,total,wedge,35-percent-sand-wedge,41.9293
Srixon Z-STAR,total,wedge,35-percent-sand-wedge,41.875
Maxfli Tour X,total,wedge,35-percent-sand-wedge,41.875
Callaway Chrome Tour X,total,wedge,35-percent-sand-wedge,41.875
TaylorMade TP5x,total,wedge,35-percent-sand-wedge,41.8261
Srixon Q-STAR TOUR,total,wedge,35-percent-sand-wedge,41.7228
Bridgestone TOUR B XS,total,wedge,35-percent-sand-wedge,41.5652
Titleist Pro V1x,total,wedge,35-percent-sand-wedge,41.5163
Mizuno Pro S,total,wedge,35-percent-sand-wedge,41.5163
Callaway Chrome Tour,total,wedge,35-percent-sand-wedge,41.5163
Wilson Staff Model,total,wedge,35-percent-sand-wedge,41.4619
Titleist AVX,total,wedge,35-percent-sand-wedge,41.4619
Srixon Z-STAR DIAMOND,total,wedge,35-percent-sand-wedge,41.4619
Callaway Chrome Tour Triple Diamond,total,wedge,35-percent-sand-wedge,41.4619
Srixon Z-STAR DIVIDE,total,wedge,35-percent-sand-wedge,41.3587
PXG Xtreme Tour,total,wedge,35-percent-sand-wedge,41.3587
Mizuno Pro X,total,wedge,35-percent-sand-wedge,41.3587
Vice Pro Plus,total,wedge,35-percent-sand-wedge,41.3043
Srixon Z-STAR XV,total,wedge,35-percent-sand-wedge,41.3043
Kirkland Performance+ v3.5,total,wedge,35-percent-sand-wedge,41.0434
Titleist Pro V1x Left Dash,total,wedge,35-percent-sand-wedge,41.0
Member's Mark Pro Series 2,total,wedge,35-percent-sand-wedge,41.0
TaylorMade Tour Response,total,wedge,full-sand-wedge,107.4999
Vice Pro Plus,total,wedge,full-sand-wedge,106.7741
Srixon Q-STAR ULTISPEED,total,wedge,full-sand-wedge,106.7204
Srixon SOFT FEEL,total,wedge,full-sand-wedge,106.3763
Vice Pro Air,total,wedge,full-sand-wedge,106.2257
Mizuno Pro X,total,wedge,full-sand-wedge,106.1827
Bridgestone TOUR B RX,total,wedge,full-sand-wedge,106.129
Titleist Pro V1x,total,wedge,full-sand-wedge,105.9354
Callaway Supersoft,total,wedge,full-sand-wedge,105.9354
Titleist TruFeel,total,wedge,full-sand-wedge,105.7419
Wilson Triad,total,wedge,full-sand-wedge,105.6881
Maxfli Tour,total,wedge,full-sand-wedge,105.2903
Callaway ERC Soft,total,wedge,full-sand-wedge,105.2903
Bridgestone TOUR B X,total,wedge,full-sand-wedge,104.6989
Bridgestone TOUR B RXS,total,wedge,full-sand-wedge,104.5913
Vice Pro,total,wedge,full-sand-wedge,104.5483
Titleist Tour Soft,total,wedge,full-sand-wedge,104.3978
Maxfli Tour S,total,wedge,full-sand-wedge,104.2472
Srixon Z-STAR,total,wedge,full-sand-wedge,104.1935
PXG Xtreme Tour,total,wedge,full-sand-wedge,104.1505
Titleist Pro V1,total,wedge,full-sand-wedge,104.0967
Srixon Q-STAR TOUR,total,wedge,full-sand-wedge,104.0967
Pinnacle Rush,total,wedge,full-sand-wedge,104.0429
Titleist AVX,total,wedge,full-sand-wedge,103.9999
Callaway Chrome Tour Triple Diamond,total,wedge,full-sand-wedge,103.8404
Titleist Pro V1x Left Dash,total,wedge,full-sand-wedge,103.7978
TaylorMade TP5x,total,wedge,full-sand-wedge,103.6914
Srixon Z-STAR DIVIDE,total,wedge,full-sand-wedge,103.6914
PXG Xtreme Tour X,total,wedge,full-sand-wedge,103.6489
Callaway Chrome Tour X,total,wedge,full-sand-wedge,103.6489
TaylorMade TP5,total,wedge,full-sand-wedge,103.5425
Maxfli Tour X,total,wedge,full-sand-wedge,103.5425
Bridgestone TOUR B XS,total,wedge,full-sand-wedge,103.5425
Srixon Z-STAR DIAMOND,total,wedge,full-sand-wedge,103.4999
Member's Mark Pro Series 2,total,wedge,full-sand-wedge,103.4999
Kirkland Performance+ v3.5,total,wedge,full-sand-wedge,103.4467
Srixon Z-STAR XV,total,wedge,full-sand-wedge,103.3936
Wilson Staff Model,total,wedge,full-sand-wedge,103.2021
Titleist Velocity,total,wedge,full-sand-wedge,102.8494
Mizuno Pro S,total,wedge,full-sand-wedge,102.7956
Callaway Chrome Soft,total,wedge,full-sand-wedge,102.7956
Callaway Chrome Tour,total,wedge,full-sand-wedge,102.6881
Wilson Staff Model X,total,wedge,full-sand-wedge,102.6451
TaylorMade SpeedSoft,total,wedge,full-sand-wedge,101.0
